id,label
171,0.9072515
172,0.39709035
173,0.44007337
174,0.2726113
175,0.40902004
176,0.7979551
177,0.10732406
178,0.91251945
179,0.86138743
180,0.02781834
181,0.9628127
182,0.09071808
183,0.38253993
184,0.8307589
185,0.2046486
186,0.01105646
187,0.8832931
188,0.83762974
189,0.7511973
190,0.52999145
191,0.7627395
192,0.97267944
193,0.7408329
194,0.9988281
195,0.72423863
196,0.9391707
197,0.5836623
198,0.58197707
199,0.77412593
200,0.29844332
201,0.57916015
202,0.16223292
203,0.42712742
204,0.23421733
205,0.43904215
206,0.16782652
207,0.8474105
208,0.4845052
209,0.25164473
210,0.95765364
211,0.86963034
212,0.0263531
213,0.5033187
214,0.40734306
215,0.96380657
216,0.7351152
217,0.05932247
218,0.67129236
219,0.81922793
220,0.9005842
221,0.6863196
222,0.53821635
223,0.2525259
224,0.5054525
225,0.4006181
226,0.78966
227,0.59155625
228,0.9852223
229,0.46805045
230,0.6649376
231,0.51705027
232,0.7109091
233,0.72914404
234,0.90840364
235,0.42520243
236,0.31464946
237,0.37186915
238,0.2573139
239,0.50742793
240,0.7734795
241,0.97589374
242,0.53484786
243,0.13628377
244,0.6852806
245,0.9866518
246,0.8740373
247,0.1944044
248,0.5965354
249,0.89457643
250,0.05933885
251,0.96673065
252,0.5393488
253,0.1543411
254,0.558292
255,0.255727
256,0.88796765
257,0.7983682
258,0.98747826
259,0.8212406
260,0.3831232
261,0.06238807
262,0.6098899
263,0.17720725
264,0.9958183
265,0.86412966
266,0.3969851
267,0.7572731
268,0.3102239
269,0.407519
270,0.7442867
271,0.8161377
272,0.826801
273,0.09142353
274,0.3788789
275,0.07217161
276,0.3930081
277,0.25611287
278,0.15774713
279,0.6006665
280,0.96485037
281,0.99956816
282,0.4843201
283,0.02774407
284,0.6723296
285,0.9657041
286,0.08426239
287,0.9709887
288,0.28365955
289,0.17526759
290,0.8909207
291,0.06181474
292,0.49127182
293,0.91251886
294,0.99166846
295,0.84263074
296,0.9605828
297,0.5919688
298,0.94406205
299,0.7569049
300,0.6101806
301,0.15520896
302,0.53104174
303,0.88206077
304,0.12143352
305,0.07819799
306,0.5296479
307,0.6850938
308,0.36871642
309,0.28387207
310,0.46820292
311,0.6273163
312,0.8686629
313,0.34133366
314,0.9347338
315,0.84521854
316,0.02237697
317,0.6654646
318,0.49801806
319,0.10900917
320,0.06845137
321,0.22541335
322,0.4819222
323,0.15110098
324,0.4352144
325,0.5531945
326,0.55034506
327,0.67645353
328,0.557482
329,0.795494
330,0.48545
331,0.9390716
332,0.3018554
333,0.6611501
334,0.10277909
335,0.29624587
336,0.5895816
337,0.98069406
338,0.7296194
339,0.05821793
340,0.07567354
341,0.05525879
342,0.9973363
343,0.11277107
344,0.41544816
345,0.7137447
346,0.15385768
347,0.9957195
348,0.8507995
349,0.6058926
350,0.4252556
351,0.42205286
352,0.03395901
353,0.30870575
354,0.42761818
355,0.52593297
356,0.2207294
357,0.57542145
358,0.8959165
359,0.3341102
360,0.96903294
361,0.46247253
362,0.01767592
363,0.1898552
364,0.91482973
365,0.1678445
366,0.44851646
367,0.9256633
368,0.9395856
369,0.14882176
370,0.21682125
371,0.26901287
372,0.42329222
373,0.18633072
374,0.30688763
375,0.96514255
376,0.63570863
377,0.4332033
378,0.17866944
379,0.07065283
380,0.28297278
381,0.48360708
382,0.70064676
383,0.6310489
384,0.616753
385,0.0979862
386,0.65303415
387,0.913362
388,0.38564703
389,0.9991142
390,0.9155046
391,0.09943633
392,0.61229944
393,0.11067109
394,0.34120423
395,0.09173847
396,0.14968906
397,0.50480396
398,0.09368541
399,0.4385785
400,0.9972631
401,0.50071025
402,0.9185544
403,0.62611336
404,0.77912563
405,0.06800485
406,0.24494898
407,0.07714532
408,0.9801793
409,0.22582453
410,0.7457126
411,0.63815725
412,0.5000884
413,0.9845515
414,0.9937384
415,0.9991948
416,0.20443904
417,0.32845616
418,0.44462368
419,0.4616269
420,0.7806169
421,0.05578433
422,0.52197343
423,0.02774483
424,0.13606425
425,0.99519724
426,0.14714146
427,0.08281078
428,0.9506139
429,0.2275073
430,0.9578274
431,0.8398919
432,0.45823863
433,0.44664288
434,0.12340965
435,0.866748
436,0.26772338
437,0.02551031
438,0.9894483
439,0.58704865
440,0.51687866
441,0.74722576
442,0.99954295
443,0.2145738
444,0.06750395
445,0.11124512
446,0.7973892
447,0.2314457
448,0.97204214
449,0.29219362
450,0.4472395
451,0.81002426
452,0.70850205
453,0.6824023
454,0.8906977
455,0.25255325
456,0.93284637
457,0.5749499
458,0.0172745
459,0.99131155
460,0.9198742
461,0.45170495
462,0.29929566
463,0.5567599
464,0.7261984
465,0.37961683
466,0.97553056
467,0.09783714
468,0.00886156
469,0.35234663
470,0.54927313
471,0.37670255
472,0.397035
473,0.19967711
474,0.50228214
475,0.583786
476,0.96259564
477,0.10587087
478,0.94425464
479,0.6325428
480,0.12288506
481,0.12549207
482,0.37051478
483,0.9483366
484,0.35113156
485,0.40170482
486,0.20665891
487,0.2240962
488,0.27917767
489,0.95311934
490,0.0274093
491,0.73797846
492,0.5712209
493,0.06518955
494,0.09475607
495,0.41251922
496,0.3095245
497,0.84142524
498,0.9959908
499,0.99392337
500,0.48854735
501,0.7949078
502,0.5266855
503,0.2531452
504,0.97921526
505,0.43692952
506,0.94540244
507,0.6259772
508,0.51807034
509,0.51037705
510,0.31843808
511,0.07086512
512,0.97488743
513,0.27310815
514,0.62311655
515,0.569818
516,0.06037299
517,0.6964243
518,0.12219615
519,0.99783856
520,0.43821868
521,0.9045751
522,0.6296879
523,0.7163593
524,0.40326706
525,0.44746566
526,0.09574569
527,0.5801855
528,0.8619613
529,0.86893946
530,0.800164
531,0.8433762
532,0.51888686
533,0.6580505
534,0.1986187
535,0.9643383
536,0.7955856
537,0.9996321
538,0.06445419
539,0.55979466
540,0.98539346
541,0.9341758
542,0.06789721
543,0.78176075
544,0.59169614
545,0.24147473
546,0.99090827
547,0.4556329
548,0.12089484
549,0.87514687
550,0.4361888
551,0.497382
552,0.88234234
553,0.99430215
554,0.9870465
555,0.98071575
556,0.43984935
557,0.5980102
558,0.54674435
559,0.3457739
560,0.56375414
561,0.87325865
562,0.87919134
563,0.9522063
564,0.66349244
565,0.8839916
566,0.06908935
567,0.49533892
568,0.87764674
569,0.06161425
570,0.00900725
571,0.74111396
572,0.9639888
573,0.99712235
574,0.52621573
575,0.96829706
576,0.88477623
577,0.2679458
578,0.6430191
579,0.9613015
580,0.73928046
581,0.9667964
582,0.9753534
583,0.64499146
584,0.17384048
585,0.26614472
586,0.2575902
587,0.00521238
588,0.3573641
589,0.78534305
590,0.4180335
591,0.3975495
592,0.16550289
593,0.30074108
594,0.8311654
595,0.6710071
596,0.33938748
597,0.20162213
598,0.99786633
599,0.7875154
600,0.34832773
601,0.82650733
602,0.04224353
603,0.54272515
604,0.8765265
605,0.5631983
606,0.9942846
607,0.94797844
608,0.85572875
609,0.6425237
610,0.3523928
611,0.06944972
612,0.3560585
613,0.1225884
614,0.8417841
615,0.5856337
616,0.71231544
617,0.4556622
618,0.13265684
619,0.8587396
620,0.46014506
621,0.7628213
622,0.5938696
623,0.1377273
624,0.44622838
625,0.05598147
626,0.91780335
627,0.70823616
628,0.45871484
629,0.155106
630,0.47880042
631,0.13211918
632,0.44753334
633,0.5667667
634,0.53561753
635,0.62871206
636,0.19114809
637,0.7443591
638,0.96852446
639,0.98252976
640,0.99597824
641,0.08967406
642,0.82058114
643,0.0582494
644,0.76235247
645,0.11320724
646,0.9080639
647,0.69494134
648,0.04337903
649,0.6207316
650,0.38387644
651,0.01762473
652,0.83593345
653,0.9057139
654,0.27698484
655,0.4015009
656,0.384064
657,0.998142
658,0.13379213
659,0.36797473
660,0.05210774
661,0.080515
662,0.07636584
663,0.66322106
664,0.90771604
665,0.46695566
666,0.11505552
667,0.6425837
668,0.8025381
669,0.6794659
670,0.52223676
671,0.4965936
672,0.48277935
673,0.33213013
674,0.9911588
675,0.41063845
676,0.08713675
677,0.95797545
678,0.03215599
679,0.15082756
680,0.5466589
681,0.34935108
682,0.00914206
683,0.9076708
684,0.08326022
685,0.8322382
686,0.5366695
687,0.5648384
688,0.62474215
689,0.31588605
690,0.11375729
691,0.7613248
692,0.6930463
693,0.02014387
694,0.28008056
695,0.5871698
696,0.8369982
697,0.99966
698,0.3293252
699,0.84163713
700,0.9080699
701,0.6201139
702,0.79760635
703,0.12887742
704,0.49224344
705,0.5558098
706,0.01804813
707,0.823485
708,0.16449697
709,0.6498208
710,0.9903329
711,0.23488982
712,0.00306587
713,0.34768942
714,0.17563887
715,0.11073109
716,0.32781824
717,0.8469927
718,0.65789133
719,0.8786781
720,0.46443158
721,0.6846105
722,0.5780032
723,0.3840956
724,0.9996208
725,0.27479714
726,0.9145569
727,0.7822771
728,0.7417656
729,0.57344633
730,0.05950064
731,0.64295864
732,0.7162633
733,0.06862404
734,0.74802697
735,0.3455932
736,0.5449073
737,0.99407613
738,0.83357733
739,0.4657712
740,0.9303426
741,0.97061205
742,0.29358673
743,0.989037
744,0.6918543
745,0.83630437
746,0.66199183
747,0.8832204
748,0.90136063
749,0.9954829
750,0.0659646
751,0.40308464
752,0.7684045
753,0.49672815
754,0.8380164
755,0.1187366
756,0.8682218
757,0.53271013
758,0.89362824
759,0.99306715
760,0.96374756
761,0.35229945
762,0.8447759
763,0.22094285
764,0.42825145
765,0.9720097
766,0.8549741
767,0.6528475
768,0.27623624
769,0.9149758
770,0.6093636
771,0.6051968
772,0.6338029
773,0.12538604
774,0.04925111
775,0.8646928
776,0.47433126
777,0.13153096
778,0.40330446
779,0.05152439
780,0.17339157
781,0.9714768
782,0.7209802
783,0.40266457
784,0.8711478
785,0.81906873
786,0.99967885
787,0.12129082
788,0.422988
789,0.98809797
790,0.9986168
791,0.3709054
792,0.5424976
793,0.07463631
794,0.20601873
795,0.23418872
796,0.4909709
797,0.06525566
798,0.88337344
799,0.9781793
800,0.98739433
801,0.7927114
802,0.15105069
803,0.47307152
804,0.6431535
805,0.39156893
806,0.5547519
807,0.18439561
808,0.27846542
809,0.97922647
810,0.67907166
811,0.8322727
812,0.63597643
813,0.07746385
814,0.80483127
815,0.6335425
816,0.9074982
817,0.4133347
818,0.3999757
819,0.99799335
820,0.17985256
821,0.3435428
822,0.87427086
823,0.6297887
824,0.9176003
825,0.46017018
826,0.4853614
827,0.83463615
828,0.50022566
829,0.9890121
830,0.86615765
831,0.08516432
832,0.56300277
833,0.9720899
834,0.526675
835,0.01194294
836,0.65405405
837,0.97235346
838,0.72619164
839,0.90289056
840,0.3697957
841,0.925055
842,0.6502811
843,0.25927067
844,0.43419215
845,0.58430487
846,0.8681094
847,0.423037
848,0.06061846
849,0.07752091
850,0.32047567
851,0.8174305
852,0.8973411
853,0.2741084
854,0.59042317
855,0.5528484
856,0.7483362
857,0.47108263
858,0.25446653
859,0.518597
860,0.8309557
861,0.223322
862,0.48109096
863,0.4490449
864,0.6685402
865,0.9971137
866,0.9575829
867,0.74675614
868,0.969578
869,0.12355329
870,0.9448365
871,0.5055402
872,0.9497924
873,0.03492041
874,0.06420129
875,0.59017223
876,0.11411102
877,0.13195749
878,0.62685436
879,0.9848701
880,0.7815173
881,0.12531936
882,0.9332443
883,0.51622814
884,0.6975063
885,0.99751496
886,0.7448198
887,0.4573408
888,0.02081193
889,0.981575
890,0.02210844
891,0.12111991
892,0.9423624
893,0.6606897
894,0.6550113
895,0.93547547
896,0.6210014
897,0.9561414
898,0.6204672
899,0.47663164
900,0.8772331
901,0.9966761
902,0.57919663
903,0.79256785
904,0.5074029
905,0.6355712
906,0.8600592
907,0.2787882
908,0.65446925
909,0.12696457
910,0.10611588
911,0.49251106
912,0.70466447
913,0.73239505
914,0.9390845
915,0.99149126
916,0.32445845
917,0.35909602
918,0.41793653
919,0.50898284
920,0.07835001
921,0.41320908
922,0.99149585
923,0.5666343
924,0.91674316
925,0.56114256
926,0.97762966
927,0.4291411
928,0.19893807
929,0.9420753
930,0.21917786
931,0.6680327
932,0.15695272
933,0.70932007
934,0.29272005
935,0.09324866
936,0.7440443
937,0.35566375
938,0.38798094
939,0.43154147
940,0.4057485
941,0.5327246
942,0.61639947
943,0.8613588
944,0.49989298
945,0.4017704
946,0.60358524
947,0.29377076
948,0.9709702
949,0.93450934
950,0.75307906
951,0.84453106
952,0.5430764
953,0.6204678
954,0.7340809
955,0.92954314
956,0.95522887
957,0.23736134
958,0.01989452
959,0.99416876
960,0.41356725
961,0.6156671
962,0.98812276
963,0.2951935
964,0.23366098
965,0.23278095
966,0.9520144
967,0.46406916
968,0.8290045
969,0.03206544
970,0.82514924
971,0.70535505
972,0.3090568
973,0.6457207
974,0.27519453
975,0.39334804
976,0.09344564
977,0.1641796
978,0.3093802
979,0.96726906
980,0.23692317
981,0.5950019
982,0.366797
983,0.42576632
984,0.9029621
985,0.1469841
986,0.78456473
987,0.25015223
988,0.99383825
989,0.9253089
990,0.2623489
991,0.18179591
992,0.00359596
993,0.02641659
994,0.04198159
995,0.8856077
996,0.23791246
997,0.32588258
998,0.03259075
999,0.03595559
1000,0.9002453
1001,0.9009778
1002,0.98988616
1003,0.01252597
1004,0.17606927
1005,0.15305357
1006,0.77204525
1007,0.12319977
1008,0.18199699
1009,0.99028087
1010,0.19629866
1011,0.70370716
1012,0.7491272
1013,0.84369993
1014,0.8773503
1015,0.8787053
1016,0.07569885
1017,0.6188582
1018,0.06612349
1019,0.7573829
1020,0.9088984
1021,0.94314784
1022,0.19134083
1023,0.05411747
1024,0.5450126
1025,0.146894
1026,0.29463413
1027,0.8461848
1028,0.9732679
1029,0.68120384
1030,0.9996822
1031,0.6041842
1032,0.99269426
1033,0.03141864
1034,0.6603644
1035,0.7352652
1036,0.7666168
1037,0.02894645
1038,0.02922419
1039,0.13274577
1040,0.6567589
1041,0.8357024
1042,0.6332657
1043,0.48495504
1044,0.9816777
1045,0.710383
1046,0.7313619
1047,0.03219655
1048,0.9183381
1049,0.6810595
1050,0.68452793
1051,0.06955725
1052,0.16358073
1053,0.78108823
1054,0.73880196
1055,0.8433657
1056,0.1146744
1057,0.97882813
1058,0.2614782
1059,0.17040922
1060,0.9389939
1061,0.83606607
1062,0.43809927
1063,0.6381413
1064,0.48693594
1065,0.74698627
1066,0.6353668
1067,0.23139696
1068,0.05150485
1069,0.7450556
1070,0.4832575
1071,0.83312446
1072,0.69638515
1073,0.94289345
1074,0.7820582
1075,0.49439117
1076,0.02573589
1077,0.7671819
1078,0.19074103
1079,0.27992442
1080,0.6811177
1081,0.35068345
1082,0.7589782
1083,0.43186572
1084,0.5155789
1085,0.5773481
1086,0.99103045
1087,0.73006576
1088,0.15861516
1089,0.388606
1090,0.48176557
1091,0.6045666
1092,0.511288
1093,0.5420713
1094,0.61492974
1095,0.29975173
1096,0.02536488
1097,0.997875
1098,0.17718847
1099,0.9549484
1100,0.55886793
1101,0.1051565
1102,0.99921656
1103,0.35494012
1104,0.69618225
1105,0.09870535
1106,0.24128653
1107,0.5448439
1108,0.5453682
1109,0.82078284
1110,0.87498033
1111,0.39104947
1112,0.6163223
1113,0.79669946
1114,0.57712924
1115,0.34083286
1116,0.83180636
1117,0.14156547
1118,0.64420044
1119,0.11307647
1120,0.6604292
1121,0.4414916
1122,0.94456327
1123,0.20275357
1124,0.17318387
1125,0.20269608
1126,0.74026555
1127,0.27354574
1128,0.8350484
1129,0.937651
1130,0.873393
1131,0.49334684
1132,0.9156507
1133,0.45125064
1134,0.5915361
1135,0.74905103
1136,0.48663887
1137,0.83266467
1138,0.2923808
1139,0.4963282
1140,0.17567496
1141,0.28364345
1142,0.24526426
1143,0.22384463
1144,0.519651
1145,0.50809795
1146,0.9818345
1147,0.98621583
1148,0.25656685
1149,0.35331994
1150,0.78984237
1151,0.05606465
1152,0.9650622
1153,0.55745125
1154,0.09180203
1155,0.94331354
1156,0.3384155
1157,0.99830925
1158,0.93741447
1159,0.46897897
1160,0.467481
1161,0.3653172
1162,0.21261433
1163,0.07584313
1164,0.78645134
1165,0.9953412
1166,0.8731659
1167,0.52355105
1168,0.55821055
1169,0.75280994
1170,0.5009957
1171,0.4256094
1172,0.5030177
1173,0.02332998
1174,0.638015
1175,0.9666344
1176,0.9351569
1177,0.6788239
1178,0.9865464
1179,0.7350376
1180,0.12687501
1181,0.3963847
1182,0.6515177
1183,0.9179803
1184,0.3182728
1185,0.9009948
1186,0.17573002
1187,0.42235318
1188,0.49170747
1189,0.9807669
1190,0.13531798
1191,0.8486157
1192,0.22553863
1193,0.71232945
1194,0.96232694
1195,0.52117944
1196,0.60687643
1197,0.25289136
1198,0.9987644
1199,0.3712532
1200,0.31000113
1201,0.15654497
1202,0.21733877
1203,0.2434538
1204,0.46588355
1205,0.7591016
1206,0.52547526
1207,0.6087777
1208,0.56665504
1209,0.4496777
1210,0.99898916
1211,0.7597812
1212,0.71598923
1213,0.388597
1214,0.83385
1215,0.00286315
1216,0.09003604
1217,0.06255968
1218,0.9985305
1219,0.30294558
1220,0.9964755
1221,0.2523988
1222,0.6563816
1223,0.9963116
1224,0.9869718
1225,0.9314185
1226,0.16607608
1227,0.65808755
1228,0.02841099
1229,0.11243987
1230,0.68156284
1231,0.82567275
1232,0.13336068
1233,0.9955059
1234,0.03751634
1235,0.9772341
1236,0.5741088
1237,0.69669485
1238,0.76951915
1239,0.8123411
1240,0.96804553
1241,0.09029008
1242,0.96917397
1243,0.9823845
1244,0.0207148
1245,0.4529301
1246,0.0682468
1247,0.44109356
1248,0.6310222
1249,0.06119639
1250,0.5225808
1251,0.8758491
1252,0.09393319
1253,0.10506752
1254,0.8690696
1255,0.3666578
1256,0.89927006
1257,0.10773857
1258,0.25439224
1259,0.52362275
1260,0.8067903
1261,0.8911522
1262,0.7624532
1263,0.17742945
1264,0.138559
1265,0.8398575
1266,0.04270879
1267,0.97412974
1268,0.59320164
1269,0.9937157
1270,0.9421296
1271,0.0886537
1272,0.2399292
1273,0.83773357
1274,0.19637366
1275,0.7084553
1276,0.9602199
1277,0.12378184
1278,0.77829957
1279,0.6396382
1280,0.59113395
1281,0.73122966
1282,0.960348
1283,0.75798154
1284,0.44207054
1285,0.13854805
1286,0.04144994
1287,0.44299638
1288,0.0819412
1289,0.8628542
1290,0.34884253
1291,0.69361275
1292,0.8388773
1293,0.16532573
1294,0.97185194
1295,0.24614461
1296,0.955613
1297,0.10160705
1298,0.7697739
1299,0.27084404
1300,0.17627999
1301,0.28844777
1302,0.13953908
1303,0.07103771
1304,0.489166
1305,0.2420364
1306,0.47296375
1307,0.58693814
1308,0.7750723
1309,0.6031334
1310,0.03861809
1311,0.47647914
1312,0.791049
1313,0.71402156
1314,0.63764703
1315,0.65388584
1316,0.2816464
1317,0.19652018
1318,0.6217234
1319,0.39231992
1320,0.21861324
1321,0.44105774
1322,0.7415253
1323,0.20359363
1324,0.960464
1325,0.99838996
1326,0.6985579
1327,0.9155983
1328,0.00144662
1329,0.28914857
1330,0.2974304
1331,0.55759287
1332,0.9962291
1333,0.17482373
1334,0.08696966
1335,0.44141683
1336,0.76812565
1337,0.5205207
1338,0.3116948
1339,0.25210077
1340,0.9524719
1341,0.6019884
1342,0.03379669
1343,0.99853814
1344,0.5870381
1345,0.72881925
1346,0.2697709
1347,0.26704013
1348,0.65394664
1349,0.99474937
1350,0.9725876
1351,0.25800762
1352,0.13324258
1353,0.79915464
1354,0.49438977
1355,0.5417261
1356,0.8632531
1357,0.6127648
1358,0.6118453
1359,0.98959166
1360,0.88401645
1361,0.34093618
1362,0.40544626
1363,0.31272724
1364,0.4235843
1365,0.72984684
1366,0.03652455
1367,0.65564376
1368,0.12768766
1369,0.43301022
1370,0.7492375
1371,0.9170413
1372,0.4634964
1373,0.36006108
1374,0.22317478
1375,0.9625413
1376,0.15252887
1377,0.14613453
1378,0.9521328
1379,0.88583356
1380,0.8058586
1381,0.9199668
1382,0.25157967
1383,0.88198984
1384,0.97767013
1385,0.13878193
1386,0.881796
1387,0.7846115
1388,0.97560287
1389,0.9750769
1390,0.99125355
1391,0.9206033
1392,0.44068804
1393,0.98292255
1394,0.9691022
1395,0.8059215
1396,0.57173383
1397,0.42330948
1398,0.95035666
1399,0.7156958
1400,0.04720272
1401,0.45294634
1402,0.7263007
1403,0.50658053
1404,0.09408949
1405,0.46251762
1406,0.7907981
1407,0.9963152
1408,0.28709218
1409,0.41634768
1410,0.02071313
1411,0.3164884
1412,0.7762466
1413,0.46741453
1414,0.6045137
1415,0.02527351
1416,0.89649385
1417,0.95382106
1418,0.6155864
1419,0.9608877
1420,0.01579767
1421,0.54414314
1422,0.53896093
1423,0.46063948
1424,0.45123303
1425,0.5755707
1426,0.8092206
1427,0.26921064
1428,0.22818631
1429,0.40280256
1430,0.08005989
1431,0.87103724
1432,0.01274907
1433,0.0927882
1434,0.26782364
1435,0.3582621
1436,0.15170503
1437,0.2848653
1438,0.2231689
1439,0.39175197
1440,0.8942599
1441,0.04682115
1442,0.9975587
1443,0.74443614
1444,0.05618246
1445,0.9868313
1446,0.61764807
1447,0.15621449
1448,0.53287464
1449,0.90398514
1450,0.605434
1451,0.9493522
1452,0.68900883
1453,0.7249803
1454,0.38972843
1455,0.6588399
1456,0.11536434
1457,0.9967055
1458,0.44602603
1459,0.322063
1460,0.2388796
1461,0.3179947
1462,0.43844557
1463,0.27811792
1464,0.9214244
1465,0.12459306
1466,0.00180403
1467,0.03406569
1468,0.01621785
1469,0.77350205
1470,0.03420775
1471,0.9299406
1472,0.7659683
1473,0.42545414
1474,0.8310128
1475,0.5952619
1476,0.78777385
1477,0.8908357
1478,0.6937587
1479,0.66349155
1480,0.3674161
1481,0.9031622
1482,0.99933916
1483,0.27720496
1484,0.85187405
1485,0.31960192
1486,0.6753247
1487,0.7199025
1488,0.22275
1489,0.2748266
1490,0.90645224
1491,0.2560577
1492,0.49589708
1493,0.07476491
1494,0.939366
1495,0.43559662
1496,0.99842024
1497,0.8424964
1498,0.7926332
1499,0.23241262
1500,0.6720491
1501,0.26547536
1502,0.5420863
1503,0.05986414
1504,0.42734587
1505,0.7378106
1506,0.977335
1507,0.8375694
1508,0.8514806
1509,0.9006435
1510,0.30706248
1511,0.99835604
1512,0.11550216
1513,0.76890916
1514,0.7017318
1515,0.24142663
1516,0.9901557
1517,0.3837538
1518,0.66181594
1519,0.4871103
1520,0.31080306
1521,0.86052
1522,0.5967782
1523,0.7657135
1524,0.9938478
1525,0.60630816
1526,0.00593396
1527,0.9373453
1528,0.94281864
1529,0.28780046
1530,0.46306798
1531,0.8504842
1532,0.19169
1533,0.15603577
1534,0.70646703
1535,0.29740816
1536,0.1389308
1537,0.44480368
1538,0.9481039
1539,0.8986092
1540,0.99761665
1541,0.5632267
1542,0.5996976
1543,0.93343735
1544,0.39201498
1545,0.7711511
1546,0.4651891
1547,0.1090953
1548,0.9794362
1549,0.9641485
1550,0.6464925
1551,0.08955109
1552,0.08993709
1553,0.9126604
1554,0.12138508
1555,0.8066304
1556,0.96624535
1557,0.03299118
1558,0.992488
1559,0.12108354
1560,0.6978954
1561,0.86491305
1562,0.6397385
1563,0.08110955
1564,0.9726865
1565,0.6624918
1566,0.03772571
1567,0.88465095
1568,0.25803566
1569,0.31003597
1570,0.7327088
1571,0.6639103
1572,0.6404106
1573,0.57876724
1574,0.00480641
1575,0.06139412
1576,0.55529845
1577,0.9573676
1578,0.33788195
1579,0.1251294
1580,0.97691876
1581,0.44724578
1582,0.62573373
1583,0.46797404
1584,0.3029807
1585,0.25450915
1586,0.38163328
1587,0.9259734
1588,0.7323487
1589,0.7833812
1590,0.44513664
1591,0.76176554
1592,0.5839784
1593,0.999585
1594,0.9972568
1595,0.9813355
1596,0.9474764
1597,0.92683125
1598,0.67833763
1599,0.09365214
1600,0.98913854
1601,0.9960918
1602,0.41400918
1603,0.10297784
1604,0.7782096
1605,0.38115835
1606,0.4222964
1607,0.25686753
1608,0.37755108
1609,0.07159992
1610,0.9990953
1611,0.08217309
1612,0.26095524
1613,0.93006057
1614,0.4859682
1615,0.56815225
1616,0.04592989
1617,0.6917079
1618,0.7065421
1619,0.7139542
1620,0.17065495
1621,0.8073534
1622,0.97496706
1623,0.9111561
1624,0.9631534
1625,0.93562514
1626,0.938621
1627,0.36895877
1628,0.5155979
1629,0.4715643
1630,0.12633677
1631,0.9357711
1632,0.3792212
1633,0.98760337
1634,0.98611534
1635,0.71618587
1636,0.49217898
1637,0.26837614
1638,0.97028506
1639,0.9739465
1640,0.9900187
1641,0.6042156
1642,0.45475712
1643,0.41283634
1644,0.37322107
1645,0.67033464
1646,0.11783099
1647,0.36560476
1648,0.8700583
1649,0.45674917
1650,0.8774926
1651,0.99793136
1652,0.07139433
1653,0.17544784
1654,0.98046964
1655,0.23016287
1656,0.04036922
1657,0.07638544
1658,0.86253035
1659,0.67125785
1660,0.71817875
1661,0.8443425
1662,0.76987433
1663,0.27199563
1664,0.70436287
1665,0.46018595
1666,0.9553496
1667,0.9007922
1668,0.12874761
1669,0.89036846
1670,0.05967567
1671,0.93758136
1672,0.5166081
1673,0.9864074
